Term,Year,Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,  ,  ,37,2,35,0,16,9,2,6,0,0,2,2,0,4,0,0,10,34,3,10KN0094BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KN3967BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10KN3968BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KN3970BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,10KN3975BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KN3976BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4005 ,ECh: Chinese ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KN4005BS
Spring,2019,120191 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10KN4014BS
Spring,2019,120191 ,KN ,613 ,BS ,0095 ,Elementary Education ,  ,  ,288,16,272,0,207,28,7,41,0,0,3,1,1,7,3,0,31,279,9,10KN0095BS
Spring,2019,120191 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,  ,  ,21,6,15,0,14,2,0,3,0,0,2,0,0,1,0,0,3,20,1,10KN5422BS
Spring,2019,120191 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,5423 ,Literacy ,14,2,12,0,6,1,3,4,0,0,0,0,0,3,0,0,1,13,1,10KN5422BS
Spring,2019,120191 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,5424 ,Mathematics ,35,10,25,0,19,4,4,7,0,0,1,0,0,5,2,0,4,34,1,10KN5422BS
Spring,2019,120191 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,5425 ,Science ,5,1,4,0,2,2,0,1,0,0,0,0,0,0,0,0,2,4,1,10KN5422BS
Spring,2019,120191 ,KN ,613 ,BS ,5422 ,Middle Grades Education ,5426 ,Social Science ,4,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,1,4,0,10KN5422BS
Spring,2019,120191 ,KN ,613 ,CAS ,1144 ,Curriculum and Instruction ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10KS1144CAS
Spring,2019,120191 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS1144EDD
Spring,2019,120191 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,7,3,4,0,3,1,2,1,0,0,0,0,0,2,0,0,1,7,0,10KS0095EDM
Spring,2019,120191 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,22,3,19,0,17,1,1,2,0,0,0,1,0,1,0,0,2,16,6,10KS1144EDM
Spring,2019,120191 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,  ,  ,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,1,10KS5082EDM
Spring,2019,120191 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,5,1,4,0,3,0,0,1,0,0,1,0,0,0,0,0,1,5,0,10KS8527EDM
Spring,2019,120191 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5225 ,Social Studies ,9,8,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10KS8527EDM
Spring,2019,120191 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,8,5,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,7,1,10KS8527EDM
Spring,2019,120191 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5227 ,Mathematics ,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10KS8527EDM
Spring,2019,120191 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,  ,  ,6,0,6,0,2,3,0,1,0,0,0,0,0,0,0,0,3,6,0,10KS1144MA
Spring,2019,120191 ,KN ,613 ,NDEG ,1144 ,Curriculum and Instruction ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS1144NDEG
Spring,2019,120191 ,KN ,613 ,NDEG ,1144 ,Curriculum and Instruction ,  ,  ,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10KS1144NDEU
Spring,2019,120191 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,44,14,30,0,15,2,5,8,0,0,0,14,0,6,2,0,2,16,28,10KS1144PHD
Spring,2019,120191 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,5139 ,Writing Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS1144PHD
Spring,2019,120191 ,KN ,616 ,MS ,0210 ,Educational Psychology ,  ,  ,5,0,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5,10KS0210MS
Spring,2019,120191 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,43,12,31,0,17,4,4,1,0,0,2,14,1,4,1,0,7,12,31,10KS0210PHD
Spring,2019,120191 ,KN ,760 ,CAS ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,3,0,3,0,1,0,1,1,0,0,0,0,0,2,0,0,0,3,0,10KS5399CAS
Spring,2019,120191 ,KN ,760 ,CAS ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10KS5399CASX
Spring,2019,120191 ,KN ,760 ,CAS ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1EKS5399CASX
Spring,2019,120191 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0209EDD
Spring,2019,120191 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10KS0209EDDX
Spring,2019,120191 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5096 ,Higher Education ,6,3,3,0,3,0,2,0,0,0,1,0,0,2,1,0,0,6,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,17,7,10,0,12,0,4,0,0,1,0,0,0,4,0,1,0,17,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,12,6,6,0,8,1,1,2,0,0,0,0,0,1,0,0,2,12,0,10KS5399EDDX
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5137 ,Human Resource Development ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5137 ,Human Resource Development ,26,14,12,0,15,1,6,2,0,1,0,0,1,6,0,1,1,13,13,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,78,42,36,0,47,7,9,7,0,0,3,0,5,11,2,0,11,25,53,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,30,10,20,0,17,4,3,5,0,0,0,0,1,4,0,0,4,4,26,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,3,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,0,10KS5399EDD
Spring,2019,120191 ,KN ,760 ,EDD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,89,22,67,0,45,3,26,11,0,0,2,0,2,28,4,0,3,38,51,10KS5399EDDU
Spring,2019,120191 ,KN ,760 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1EKS0220EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS4096EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,5,3,2,0,2,0,2,0,0,0,0,1,0,2,0,0,0,3,2,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5096 ,Higher Education ,16,5,11,0,8,0,4,3,0,0,1,0,0,5,0,0,0,14,2,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,41,9,32,0,38,1,2,0,0,0,0,0,0,2,0,0,1,41,0,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,6,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10KS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,36,8,28,0,27,2,3,4,0,0,0,0,0,3,0,0,2,35,1,10KS5399EDMX
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1EKS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5137 ,Human Resource Development ,19,3,16,0,13,1,1,2,0,0,0,2,0,2,0,0,1,17,2,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5137 ,Human Resource Development ,18,5,13,0,7,4,6,1,0,0,0,0,0,6,0,0,4,10,8,10KS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,9,2,7,0,6,1,1,0,0,0,1,0,0,2,0,0,1,9,0,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,34,9,25,0,25,2,1,5,0,0,1,0,0,2,0,0,2,28,6,10KS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,11,8,3,0,8,1,1,1,0,0,0,0,0,1,0,0,1,8,3,1EKS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,4,1,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,3,1,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,31,4,27,0,26,2,0,2,0,0,1,0,0,0,0,0,3,6,25,10KS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,15,2,13,0,8,3,2,1,0,0,0,0,1,2,0,0,3,3,12,1EKS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5505 ,Social Sciences & Ed Policy ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5507 ,Philosophy of Education ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,13,3,10,0,7,1,3,0,0,0,1,1,0,4,0,0,2,11,2,10KS5399EDM
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,64,13,50,1,43,2,13,5,0,0,0,0,1,14,0,0,2,20,44,10KS5399EDMU
Spring,2019,120191 ,KN ,760 ,EDM ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1EKS5399EDMU
Spring,2019,120191 ,KN ,760 ,MA ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10KS5399MA
Spring,2019,120191 ,KN ,760 ,MA ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5096 ,Higher Education ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10KS5399MA
Spring,2019,120191 ,KN ,760 ,MA ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,2,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,10KS5399MA
Spring,2019,120191 ,KN ,760 ,MA ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5505 ,Social Sciences & Ed Policy ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399MA
Spring,2019,120191 ,KN ,760 ,NDEG ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS5399NDEG
Spring,2019,120191 ,KN ,760 ,NDEG ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,5,1,4,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,5,10KS5399NDEU
Spring,2019,120191 ,KN ,760 ,NDEG ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,51,14,36,1,15,8,1,2,0,0,1,0,24,2,0,0,8,0,51,1PKS5399NDEU
Spring,2019,120191 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,10KS0209PHD
Spring,2019,120191 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,4,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,10KS0209PHD
Spring,2019,120191 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,33,14,19,0,7,3,12,3,0,0,2,6,0,15,1,0,3,16,17,10KS0220PHD
Spring,2019,120191 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,5471 ,Global Studies in Education ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10KS0220PHD
Spring,2019,120191 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,  ,  ,7,4,3,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,6,10KS4096PHD
Spring,2019,120191 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,11,4,7,0,2,0,1,0,0,0,0,7,1,1,0,0,0,3,8,10KS4096PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",  ,  ,12,3,9,0,3,0,5,0,0,0,0,4,0,5,0,0,0,6,6,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5096 ,Higher Education ,20,10,10,0,10,0,7,1,0,0,2,0,0,8,1,0,0,13,7,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5097 ,Educational Admin & Leadership ,6,6,0,0,3,0,1,1,0,0,0,1,0,2,0,0,0,4,2,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5137 ,Human Resource Development ,14,2,12,0,2,4,2,0,0,0,0,6,0,2,0,0,4,8,6,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5407 ,Learning Design and Leadership ,3,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5471 ,Global Studies in Education ,14,5,9,0,7,1,2,0,0,0,0,4,0,2,0,0,1,4,10,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5505 ,Social Sciences & Ed Policy ,8,0,8,0,2,0,3,2,0,0,0,1,0,4,0,0,0,4,4,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5506 ,History of Education ,3,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,2,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5507 ,Philosophy of Education ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5399PHD
Spring,2019,120191 ,KN ,760 ,PHD ,5399 ,"Educ Policy, Orgzn & Leadrshp ",5508 ,Diversity & Equity in Educ ,5,2,3,0,1,0,4,0,0,0,0,0,0,4,0,0,0,3,2,10KS5399PHD
Spring,2019,120191 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,  ,  ,25,12,13,0,15,4,0,3,0,0,1,2,0,0,0,0,5,19,6,10KP5163BS
Spring,2019,120191 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5270 ,Agricultural Engineering ,25,17,8,0,21,0,2,1,0,0,0,1,0,2,0,0,0,23,2,10KP5163BS
Spring,2019,120191 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5271 ,Biological Engineering ,28,17,11,0,12,4,2,0,0,0,3,6,1,2,0,0,7,17,11,10KP5163BS
Spring,2019,120191 ,KP ,227 ,MENGR ,1211 ,Engineering ,5370 ,Energy Systems ,20,12,8,0,10,0,0,0,0,0,0,10,0,0,0,0,0,8,12,10KS5370MENG
Spring,2019,120191 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,  ,  ,26,19,7,0,11,0,0,0,0,0,0,15,0,0,0,0,0,9,17,10KS5163MS
Spring,2019,120191 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,135,99,36,0,10,4,0,2,0,0,0,119,0,0,0,0,4,12,123,10KP0067NDEG
Spring,2019,120191 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,  ,  ,32,18,14,0,7,0,1,1,0,0,2,21,0,1,0,0,2,6,26,10KS5163PHD
Spring,2019,120191 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,5511 ,Computational Sci & Engr ,4,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10KS5163PHD
Spring,2019,120191 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,258,213,44,1,114,59,0,18,0,0,11,52,4,2,1,3,70,161,97,10KP0121BS
Spring,2019,120191 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,4,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10KS0240MS
Spring,2019,120191 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,263,191,72,0,91,29,1,12,0,0,7,118,5,3,3,2,35,12,251,10KS0240PHD
Spring,2019,120191 ,KP ,244 ,PHD ,0240 ,Physics ,5511 ,Computational Sci & Engr ,6,4,2,0,2,1,0,0,0,0,0,3,0,0,0,0,1,2,4,10KS0240PHD
Spring,2019,120191 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,632,452,180,0,338,105,8,59,0,3,21,96,2,12,3,4,122,444,188,10KP0106BS
Spring,2019,120191 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,247,176,71,0,46,13,4,7,0,0,1,176,0,5,1,0,13,42,205,10KS0106MS
Spring,2019,120191 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,40,30,10,0,25,6,0,3,0,0,2,1,3,1,0,0,9,9,31,10KS0106MSU
Spring,2019,120191 ,KP ,251 ,MS ,0106 ,Civil Engineering ,5511 ,Computational Sci & Engr ,4,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10KS0106MS
Spring,2019,120191 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,52,26,26,0,15,0,2,5,0,0,1,29,0,4,1,0,1,12,40,10KS0231MS
Spring,2019,120191 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10KS0231MSU
Spring,2019,120191 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,162,130,32,0,14,9,3,6,0,0,0,128,2,4,0,0,10,11,151,10KS0106PHD
Spring,2019,120191 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,5511 ,Computational Sci & Engr ,25,20,5,0,1,2,0,1,0,0,0,21,0,0,0,0,2,1,24,10KS0106PHD
Spring,2019,120191 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,35,21,14,0,12,3,0,1,0,0,0,19,0,0,0,0,3,8,27,10KS0231PHD
Spring,2019,120191 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,5511 ,Computational Sci & Engr ,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,10KS0231PHD
Spring,2019,120191 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,262,126,136,0,112,93,5,21,0,0,17,10,4,7,2,2,109,212,50,10KP0408BS
Spring,2019,120191 ,KP ,343 ,MENGR ,0408 ,Bioengineering ,5542 ,General Bioengineering ,19,11,8,0,2,6,4,0,0,0,0,7,0,4,0,0,6,10,9,1PKS5542MENG
Spring,2019,120191 ,KP ,343 ,MENGR ,0408 ,Bioengineering ,5545 ,Bioinstrumentation ,11,7,4,0,3,1,0,0,0,0,0,7,0,0,0,0,1,4,7,1PKS5545MENG
Spring,2019,120191 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,5,2,3,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,5,10KS0408MS
Spring,2019,120191 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,71,41,30,0,19,5,1,5,0,0,2,39,0,2,1,0,7,10,61,10KS0408PHD
Spring,2019,120191 ,KP ,343 ,PHD ,0408 ,Bioengineering ,5511 ,Computational Sci & Engr ,4,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,4,10KS0408PHD
Spring,2019,120191 ,KP ,343 ,PHD ,0408 ,Bioengineering ,5563 ,Cancer Nanotechnology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS0408PHD
Spring,2019,120191 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10KP0124BS
Spring,2019,120191 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,256,194,62,0,81,63,5,13,0,0,12,82,0,8,0,1,73,142,114,10KP0127BS
Spring,2019,120191 ,KP ,422 ,BS ,5532 ,Systems Engineering and Design ,  ,  ,243,176,66,1,111,66,5,28,0,0,7,24,2,9,4,0,73,178,65,10KP5532BS
Spring,2019,120191 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,31,18,13,0,1,3,0,0,0,0,0,27,0,0,0,0,3,3,28,10KS0127MS
Spring,2019,120191 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS0127MSU
Spring,2019,120191 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,5539 ,Advanced Analytics in IESE ,16,11,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,10KS0127MS
Spring,2019,120191 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,6,5,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10KS3846MS
Spring,2019,120191 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,44,27,17,0,5,0,0,1,0,0,1,37,0,0,0,0,1,1,43,10KS0127PHD
Spring,2019,120191 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,16,16,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,15,10KS3846PHD
Spring,2019,120191 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,973,681,292,0,256,382,21,43,1,0,34,221,15,29,5,3,413,502,471,10KP0112BS
